"74","Theo quy dịnh tại Thông tư 20/2022/TT-NHNN ngày 30/12/2022, câu nào sau dây KHÔNG dúng?","Mức ngoại tệ mua, chuyền mang ra nước ngoài dề tài ừợ viện ượ theo các cam kết, thỏa thuận giữa Nhà nước với nước ngoài cãn cử vào số tiền giữ trên giấy tờ, chứng tử cỏ liên quan","Mức ngoại tệ mua, chuyển mang ra nước ngoài dề tài ượviện ượ khắc phục hậu quà thiên tai, djch bệnh cãn cứ vào sổ tiền ghi trên giấy tờ, chứng từ có liên quan","Mức ngoại tệ mua, chuyển ra nước ngoài ưong trường hợp chuyền tiền trả thưởng cho người không cư trủ là tổ chửc, cá nhãn tham gia các chương ưinh tại Việt Nam cãn cứ vào sổ tiền ghi trên giầy tờ, chửng từ có liên quan","Mức ngoại tệ mua, chuyển ra nước ngoài dể tài trợ cho các quỹ, dự án căn cứ vào sổ tiền ghi trên giẩy tở, chứng từ liên quan nhưng tối đa không vượt quá 30.000ƯSD (Ba mươi ngăn dô la Mỹ) hoặc tương dương","4"
"75","Theo quy dịnh tại Thông tư 12/2022/TT-NHNN ngày 30/09/2022, câu nào sau dây KHÔNGdúng?","Các khoăn vay tự vay, tự trà dưới hỉnh thửc nhập khẩu hàng hóa trà chậm không thuộc dổi tượng phải dăng ký với Ngân hàng nhả nước.","Ngày rút vổn của khoán vay nước ngoài dưới hỉnh thúc nhập khẩu hảng hóa trả chậm là ngày thứ 45 kề từ ngây phát hành chứng từ vận tải trong trưởng hợp ngân hàng cung ứng dịch vụ tài khoản yêu cầu bộ chứng từ thanh toán phải có chúng từ vận tải.","Thời hạn khoản vay nước ngoài dưới hình thức nhặp khẩu hàng hóa trả chậm là thời hạn dược xác dịnh từ ngày rút vốn dầu tiên dển ngày thanh toán cuối cùng.","Các giao dịch chuyền tiền trà nợ (gốc, lãi), ưã phí liên quan dến khoản vay nước ngoài dưứi hỉnh thức nhập kliẩu hàng hóa ưã chậm không bắt buộc thực hiện qua tài khoản vay, trà nợ nước ngoài.","2"
"76","Theo Thông tư 12/2022/TT-NHNN ngày 30/09/2022, quy dịnh dổi với bên di vay là doanh nghiệp có vốn dầu tư trực tiếp nước ngoài là gì?","Bên di vay cỏ thẻ dùng 01 tài khoăn cho 01 hoặc nhiều khoán vay nước ngoài","Bên di vay không dược sử dụng tài khoản vốn dầu tư trực tiếp để thực hiện các giao dịch thu, chi liên quan dến khoăn vay nước ngoài.","Đổi với các khoàn vay ngắn hạn cỏn dư nợ gốc tại thời diểm ưòn 01 năm kể từ ngày rút vốn, bên di vay thực hiện trà nợ qua tài khoản vay ưả nợ nước ngoài hoặc tài khoản vổn dầu tư trực tiếp.","Trường hợp dồng tiền vay không phải là dồng tiền của tài khoán vổn dầu tư trực tiếp, bên đi vay dược mở tài khoản vay, ưà nợ nước ngoài dể thực hiện khoản vay nước ngoài tại ngân hàng khác.","1"
"77","Hàng hỏa xuất kliầu, nhập khẩu tại chồ gồm nhũng gì?","Sàn phấm gia công, mảy móc, thiết bị thuê hoặc mượn, nguyên liệu phụ liệu, vật tư dư thừa.","Hàng hóa mua bản giữa doanh nghiệp Việt Nam với tố chức, cá nhân nước ngoài không cỏ hiện diện tại Việt Nam và dược thương nhân nước ngoài chi đinh giao, nhận hàng hỏa với doanh nghiệp khác tại Việt Nam.","Hàng hỏa mua bán giữa doanh nghiệp nội dịa với doanh nghiệp ché xuất, doanh nghiệp trong khu phi thế quan.","Tất cả đáp án ưên dều dúng","4"
"78","Doanh nghiệp cỏ vốn đầu tư trực tiếp nước ngoài là những doanh nghiệp nào?","Doanh nghiệp dược thành lập sau khi chia tách, sáp nhập, họp nhẩt đẫn đen nhà đầu tư nước ngoải sở hữu 51 % vốn điều lệ trờ lẽn cùa doanh nghiệp","Doanh nghiệp dự án do nhà dầu tư nước ngoải thành lập đề thực hiện dự án ppp theo quy dịnh cùa pháp luật về đầu tư","Doanh nghiệp cỏ nhà đầu tư nước ngoài góp vổn, mua cổ phần, phần vốn góp vào doanh nghiệp dẫn đến nhà dầu tư nước ngoài sở hữu từ 51% vốn diều lệ ườ lên cùa doanh nghiệp.","Tất cả đáp án ưên đều đúng","4"
"79","Tâi khoản nào sau đây KHÔNG là tài khoăn chuyên dùng?","Tài khoán vốn đầu tư trực tiếp nước ngoài vảo Việt Nam","Tài khoản tiết kiệm có kỳ hạn cùa tổ chức","Tài khoán vốn nhận ùy thác dầu tư gián tiếp ra nước ngoài","Tài khoản thực hiện bão lãnh cho người không cư trứ","2"
"80","Hồ sơ chứng từ để chuyển ngoại tệ ra nước ngoài dễ trà lại đối tác nưởc ngoài tiền ứng trước do thanh lý hợp đồng ngoại thưong ưong trường hợp thiếu lượng hàng hóa xuất khẩu gồm những gì?","Họp đồng ngoại thương, Giấy tờ chứng mình việc thanh lý hợp dồng","Giấy tờ chửng minh khách hàng dã nhận dược khoăn tiền ứng trước của dổi tác nước ngoài","Giấy tờ chứng minh số lượng hàng hóa đã dược xuất khẩu (Tờ khai hãi quan xuất khẩu dã thông quan/ Vận dơn...)","Tất cả dáp ản trên","4"
"81","Theo quy định tại Thông tư20/2022/TT-NHNN, nguồn ngoại tệ chuyển, mang ra nước ngoài cho các mục đích chuyền tiền một chiều cũa tổ chức bao gồm những nguồn nào?","Ngoại tệ trên tài khoản thanh toán","Tiền gửi cố kỳ hạn bẳng ngoại tệ","Ngoại tệ mua của ngân hàng dược phép","Tẩt cã đáp án trên dều dúng","4"
"82","Theo quy dịnh tại Thông tư 08/2023/TT-NHNN ngảy 30/6/2023, bên di vay vay nước ngoài dưới hĩnh thức nhập kliẳu hàng hóa trả chậm có phải tuân thù các diều kiện vay nước ngoài không dược chính phủ bào lãnh không?","Có","Không","","","2"
"83","Theo quy định tại Thông tư 08/2023/TT-NHNN ngày 30/6/2023, trưởng hợp khoản vay dã dược rút vốn nhưng tạm thời chưa sử dụng cho các mục đích vay nước ngoài họp pháp, bên dì vay cỏ thẻ sử dụng nguồn tiền này để gửi tiền cỏ kỳ hạn tại các TCTD với kỳ hạn bao làu?","Không quả 01 tháng","Không quá 02 thảng","Không quả 03 tháng","Không quá 06 tháng","1"
"84","Theo quy định tại Thông tư 08/2023/TT-NHNN ngày 30/6/2023, nội dung cơ bản của Phương án sử dụng vốn vay nước ngoài trong trường hợp bên di vay không là TCTD?","Tên bên di vay, loại hỉnh doanh nghiệp, vốn điều lệ, địa chi, Giấy phép thành lập, Giẩy chửng nhận dăng ký kinh doanh. Giấy dãng ký hợp tác xã, liên hiệp hợp tác xã và các vãn bân sữa dổi, bồ sung (nếu có) hoặc các giấy tở khác có giả trị tương dưong, phạm vi ngành nghề sàn xuất, kinh doanh hợp pháp liên quan đến mục dích sử dụng vốn vay nước ngoài cùa bên di vay","Thông tin về khoản vay nước ngoài dự kiến thực hiện","Mục dich và quy mô vay nước ngoài","Tất cả đáp án ưên","4"
"85","Đối với chuyển ngoại tệ ra nước ngoài dể thanh toán các chi phí trong trường hợp tạm xuất, tái nhập hàng hỏa, khách hàng chuyển tiền trước khi hoàn thành thù tục hài quan phải xuất trinh bồ sung tờ khai hãi quan không muộn hơn bao nhiêu ngày sau ngày hàng hóa dược thõng quan?","10 ngày","20 ngây","30 ngày","40 ngây","3"
"86","Thời hạn tạm xuất khẩu hàng hóa để tham gia hội chợ, triền lãm thương mại ở nước ngoăi lă bao lâu kẻ từ ngày hăng hóa dược tạm xuất khấu?","3 thúng","6 tháng","9 tháng","Inăm","4"
"87","Nguồn tài trợ là nguồn tiền cùa tổ chức tài trợ, mức ngoại tệ chuyển ra nước ngoài cãn cứ vào số tiền ghi ưên giấy tờ, chứng tử cố liên quan nhưng tối da không vượt qua 50.000 USD (Năm mươi ngân Đôla Mỹ) hoặc các loại ngoại tệ có giá trị tương dương một lần chuyển tiền là đúng hay sai?","Đúng","Sai","","","1"
"88","Khách hàng mua ngoại tệ tại Agribank từ nguồn thu nhập hợp pháp bằng VND từ hoạt dộng đầu tư trực tiếp tại Việt Nam thỉ thời hạn chuyển ra nước ngoài là bao lâu?","15 ngây làm việc kể từ ngây mua dược ngoại tệ tại Agribank","30 ngày lảm việc kể từ ngày mua được ngoại tệ tại Agribank","45 ngày làm việc kề từ ngảy mua được ngoại tệ tại Agribank","60 ngảy làm việc kể từ ngày mua dược ngoại tệ tại Agribank","2"
"89","Nhà đầu tư trực tiếp nước ngoài vảo Việt Nam có dược phép chuyển ra nước ngoài sổ tiền đã chuyền vào Việt Nam đề thực hiện hoạt dộng chuẩn bi dầu tư và tiền lãi phát sinh (néu có) sau khi trừ đi chi phí hợp pháp dã phát sình tại Việt Nam liên quan đến hoạt dộng chuẳn bị dầu tư tại Việt Nam do không dược Cữ quan có thẩm quyền cấp Giẩy chứng nhận dăng ký đầu tư hay không?","Có","Không","","","1"
"90","Đổi với mục dich kinh doanh chuyền khẩu hàng hỏa, khách hàng phải cam kết sẽ nhận tiền thanh toán theo hợp dồng bán hàng hỏa kinh doanh chuyển khầu về tải khoản của chính khách hăng tại Agribank. Nhận dịnh trời là dúng hay sai?","Đúng","Sai","","","1"
"91","Đon vị nào dầu mối hướng dẫn thu, chi dối với các tải khoản chuyên dùng trong hộ thống Agribank?","Trung tâm TTTM","Ban Tài chính kế toán","Trung tâm Kinh doanh vốn và tiền tệ","Trung tâm Công nghệ thông tin","2"
"92","Mức ký quỹ mở UPAS L/C trong trưởng họp nguồn vốn thanh toán dược bào dâm bàng hàng hóa ưong giao dịch là bao nhiêu?","Không yêu cầu mức ký quỹ","5% giá tri UPAS ƯC","Tối thiểu 5% giá ưị UPAS L/C (bao gồm dung sai)","Tối thiểu 10% giá trị UPAS L/C (bao gồm đung sai)","3"
"93","Mức phí dịch vụ UPAS L/C tối thiểu (chưa gồm thuế) tí nil như thế nào?","Mức phí dịch vụ UPAS L/C tổi thiều = Chi phi Tài trợ thương mại (TTTM) phái trả cho Ngân hảng tải ượ+ Biên độ tối thiều cùa Agribank","Mức phí dịch vụ UPAS L/C tối thiều = Chi phí TTTM phài trà cho Ngân hàng tài ượ","Mức phí dịch vụ UPAS L/C tổi thiểu = Chi phí TTTM phải trà cho Ngân hảng tải ượ + Biên độ tổi thiểu cùa Agribank + Phí khác","Mức phí dịch vụ UPAS L/C tổi thiểu = Biên dộ tổi thiểu cùa Agribank + Phí khác","1"
"94","Điều kiện về hàng hóa nào sau đây dũng đổi với việc phát hành UPAS L/C?","Chỉ áp dụng tài trợ đối vởi các giao dịch theo Hợp đồng xuất nhập khầu/mua bản hàng hỏa, không áp dụng vởi hợp đồng dịch vụ, chuyển giao công nghệ.","Không áp dụng đổi với mặt hàng có rũi ro cao như hàng dã qua sử dụng;","Không dược mua bán theo hình thức chuyền khẩu","Tất cả đáp án ưên","4"
"95","Phòng Khách hàng phải thực hiện nội dung nào trước khi phát hành UPAS L/C?","Kiểm ưa diều kiộn VC khách hảng, mặt hàng (trưởng hợp nguồn vốn thanh toán dược bão dàm bẳng hăng hóa ưong giao dịch), thời hạn ưà chậm của UPAS L/C","ĐỀ xuất biên dộ áp dụng của Agribank","Thẩm định, dề xuất, phs duyệt nguồn vốn thanh toán, mửc ký quỹ mờ UPAS L/C, mức ký quỹ đâm bào thanh toán phi dịch vụ UPAS L/C","Tất cả đáp án ưên","4"
"96","Trưởng hợp sửa đổi UPAS L/C, những nội dung nào cần dược Ngân hàng tài trợ xác nhận trước khỉ phát hành sửa dồi ?","Sửa dổi liên quan den số tiền","Sửa đồi liên quan den ngày hết hạn hiệu lực, thời hạn trá chậm","Sửa dổi liên quan dến hăng hóa","Tất cả đáp án ưên đều dũng","4"
"97","Tại Agribank, việc xữ lý giao dịch UPAS L/C dược thực hiện tại dơn vị nào?","Tắt cà giao dịch UPAS L/C dược xử lỷ tập trung tại Trung tâm TTTM","Tất câ giao dịch UPAS L/C dược xử lý trực tiếp tại các chi nhánh","Trung tâm TTTM thực hiện thông bảo hạn mức UPAS ƯC cho toàn hộ thống, trực tiếp tác nghiệp giao dịch UPAS L/C cùa Chi nhánh TTQT tập trung; Chi nhánh TTQT trực tiếp tác nghiệp giao dịch UPAS L/C phát hành tại Chi nhánh theo thông báo hạn mức UPAS L/C của Trung tâm TITM.","Giao dịch UPAS L/C dược xử lý tại Chí nhánh theo thông báo hạn mức của Trung tâm TTTM.","3"
"98","Trường hợp khách hàng chưa dủ nguồn tiền thanh toán UPAS L/C khi den hạn, Agribank xử lý như thế nào?","Agribank vần thực hiện nghĩa vụ thanh toán cho ngân hàng tăi trợ dứng hạn.","Agribank thực hiện nghĩa vụ thanh toán cho ngân hàng tài trợ dỏng hạn và thực hiện thú (ục yêu cầu Khách hàng nhận nợ bắt buộc theo đúng quy dịnli về cho vay của NHNN, Agribank","Agribank dôn đổc khách hàng nộp dù tiền. Sau khi dù nguồn thanh toán, Agribank thanh toán cho ngân hàng tài ượ.","Agribank thông báo cho Ngân hàng tài trợ về việc khách hàng chưa dú nguồn tiền thanh toán và dề nghi gia hạn thanh toán.","2"
"99","Điều kiện nào về khách hàng sau dây đúng đối với việc phát hành UPAS L/C?","Được xếp hạng từ loại A trở len theo tiêu chỉ xép hạng tín dụng nội bộ của Agribank (trừ trưởng hợp khách hàng ký quỹ 100% trị giá UPAS L/C)","Trưởng hợp khách hàng ký quỹ dưới 100% trị giả UPAS L/C, Khách hàng phải dáp ứng các diều kiện cấp tín dụng theo quy dinh hiện hành cùa Agribank","Khách hàng phải dăm báo nguồn vốn thanh toán UPAS ƯC bao gồm Tất cả các loại lãi, phí liên quan dến UPAS L/C","Tất cả đáp án ưên","4"
"100","Có dược thanh (oán trước hạn đối với UPAS L/C không?","Không dược thanh toán trước hạn","Cỏ dược thanh toán trước hạn","Việc thanh toán trước hạn thực hiện ưên cơ sử thống nhất giữa Agríbank và Ngân hảng tài ượ, có thể thanh toán trước hạn một phần","Việc thanh toán trước hạn thực hiện ưên cơ sở thống nhất giữa Agribank và Ngân hảng tài ượ, nhưng chỉ chấp nhận dối với yêu cầu thanh toán toàn bộ giá trị bộ chứng từ, không chấp nhận thanh toán trước hạn một phần","4"
"101","Điên độ tỏi thiều áp dựng trong dich vụ UPAS L/C dổi với khách hàng ký quỹ 100% là bao nhiêu?","0,75%","0,8%","0,9%","1%","1"
"102","Trường hợp cần áp dụng mủc biên độ thấp hơn mức biên dộ tối thiều dối vứi UPAS L/C theo quy dịnh cùa Tồng Giám đốc, Chi nhánh phài lảm gì?","Giám dốc Chi nhánh xem xét quyết định đàm bào tống hòa lợi ích của khách hàng mang lại cho Chi nhánh và Agribank","Không dược phép áp dụng biên dộ tỉiầp hơn mức biên độ tối thiểu","Chi nhánh trinh Tổng Giám dốc phê duyệt (qua Trung tâm TTTM) trước khi áp dụng","Chi nhánh gửi đe xuất Trung tâm TTTM xem xẻt quyết địrủi","3"
"103","Câu nào sau dây là đúng về ký quỹ đàm bâo thanh toán phí dịch vụ UPAS L/C?","Không cần yêu cầu khách hăng kỹ quỹ đảm bào thanh toán phí dịch vụ UPAS LÍC","Giám đốc Chi nhánh quyết định và chịu trách nhiệm về việc ấp dụng hay không áp dụng ký quỹ dàm bào thanh toán phí địch vụ UPAS L/C","Agribank cố cho vay để ký quỹ đàm bào thanh toán phi djch vụ UPAS L/C","Bắt buộc phải yêu cầu khách hàng ký quỹ dám bào thanh toán phi dịch vụ UPAS L/C","2"
"104","Việc gửi điện dề nghị tải ượ đối với UPAS L/C ưả chậm phải dược thực hiện ít nhất bao nhiêu ngày tnrức ngày thanh toán cho Người hướng lợi/Ngân hàng cũa Ngưởi hường lợi ?","03 ngày làm việc","02 ngày lãm việc","01 ngây làm việc","Trong cùng ngày thanh toán","1"
"105","Câu nào sau dây là dứng với giao địch phát hành UPAS L/C cho nhóm khách hàng cỏ liên quan ?","Độ chứng từ xuất trinh theo ƯC phải đàm bào bao gồm chứng từ thể hiện việc chuyển giao hãng hóa tương ứng với giả trị hợp đồng mua bán","Chỉ nhánh có trách nhiệm kiểm tra thực tế các giao dịch mua bán giữa các thành viên thuộc nhóm khách hăng cỏ liên quan","Chi nhánh có ưách nhiệm đánh giá, xem xét kỹ đàm bào dáp ứng dũ điều kiện mới được mờ L/C cho khách hàng","Tất cả đáp án trên dều dúng","4"
"106","Đơn vị nào quyểt định lựa chọn ngân hàng tài trợ UPAS ƯC ?","Trung tâm TTTM","Ban ĐCTC","Chi nhánh","Khách hàng","1"
"107","Bộ hồ sơ giao djeh UPAS L/C Chi nhánh TTQT tập trung gửi đến Trung tâm TTTM gồm cỏ những chứng từ nào?","- Bàng kê chứng tử (nếu cần); - Yêu cầu xử lý giao dịch; - Tở ưình phê duyệt nguồn vốn thanh toán UPAS ƯC; - Xác nhận đồng ý mức phí dịch vụ cùa Khách hảng; - Hồ sơ yêu cầu phát hành UPAS ƯC theo quy định tại Quy ưình TTQT 699.","- Yêu cầu xử lý giao dịch; - Tờ trinh phê duyệt nguồn vốn thanh toán UPAS L/C; - Xác nhận đồng ý mức phí dịch vụ cũa Khách hàng; - Hồ sơ yêu cầu phát hành UPAS L/C theo quy dịnh tại Quy trinh TTQT 699.","- Bàng kê chứng từ (nếu cần); - Yêu cầu xử lý giao dịch; - Tờ trình phê duyệt nguồn vốn thanh toán UPAS L/C; - Xác nhận đồng ý mức phí dịch vụ của Khách hảng; - Hồ sơ yêu cầu phát hành UPAS L/C theo quy định tại Quy trinh TTQT 699 (sử dụng mẫu Yêu cầu mỡ UPAS L/C)","• Bàng kê chứng từ (nếu cần); - Yêu cầu xừ lỷ giao dịch; - Tờ trình phê duyệt nguồn vốn thanh toán UPAS L/C; - Xác nhận đồng ỷ mửc phi dịch vụ cùa Khách hàng.","3"
"108","Trong vỏng 01 ngày làm viộc tnrớc ngây đáo hạn UPAS L/C, Trung tâm TTTM/Chi nhánh TTQT trực tỉép thực hiện gửi điện nội bộ hoặc văn bản thông báo cho Trung tâm KDV và tiền tệ dề thực hiện diều chuyển vốn bên tài khoản Nosbo dổi với trưởng hợp nảo?","Đổi với trưởng họp UPAS L/C có chì định Ngân hăng hoàn trâ","Đổi với trưởng hợp UPAS L/C cho phép tự dộng ghi nợ tải khoăn Nostro cùa Agribank","Đổi với tất cá UPAS L/C","Đối với trưởng hợp UPAS L/C cỏ chỉ dịnh Ngân hăng hoàn bả hoặc cho phép tự dộng ghi nợ tài khoản Nosbo cùa Agribank","4"
"109","Trưởng hợp khách hàng dề nghị thanh toán bộ chứng từ cho Ngân hàng của Người hưởng lợi một phần bằng tiền ký quỹ/vốn tự cỏ đối với UPAS L/C, số tiền dề nghi tài bợ là bao nhiêu?","Bằng Trị giá bộ chứng tử","Bằng Tri giá bộ chứng từ + Lãi, phí phải trả cho NH tải trợ","Bầng Tri giá bộ chứng từ - sổ tiền ký guỹ/vổn tự có","Bẳng (Trị giá bộ chứng từ - sổ tiền ký quỹ/vổn tự cô) + Lãi, phí phải trả cho NH tài bợ","3"
"110","Đồng tiền bong giao dịch UPAS L/C lả gi?","là USD hoặc các loại ngoại tệ tự do chuyền dổi","lả VND, USD hoặc các loại ngoại tệ tự do chuyền dồi","là VND, USD hoặc các loại ngoại tệ tự do chuyển dồi do Agribank thỏa thuận với khách hàng","là VND, USD hoặc các loại ngoại tệ tự do chuyển đồi dược Agribank và Ngân hàng tài trợ chấp nhận","4"
"111","Phương pháp tỉnh phí dịch vụ UPAS L/C như thế nào?","Phí dịch vụ tĩnh trên trị giá bộ chửng tù UPAS L/C dược chấp nhận thanh toản,","Phí dịch vụ tĩnh kể từ ngày Ngân hàng tài bợ thanh toán cho Người hưởng lợi dến ngày đáo hạn UPAS L/C, cơ sờ tính phí 365 ngày/năm.","Phí dịch vụ tính tương ứng với phương thức Agribank trà lãi cho Ngân hàng tài bợ.","Tất cả đáp án bên","4"
"112","Đơn vị chịu trách nhiệm kê khai thuế nhà thầu nước ngoài bong nghiệp vụ UPAS L/C lả dơn vị nào?","Chi nhánh TTQT trực tiếp","Trung tâm TTI'M","BanTCKT","Trung tâm TTTM/Chì nhánh TTQT trực tiếp thực hiện kê khai thuế dổi với giao djch do dơn vi tác nghiệp gửi Ban TCKT dể tổng hợp, kê kỉiai nộp thuế","4"
"113","Từ ngày 21/7/2023, việc phát hành UPAS L/C sử dụng mã nghiệp vụ nào trên IPCAS?","ILU","ILS","cá ILU và IUP","Chi sữ dụng IUP","4"
"114","Thời diểm nào cần gửi diện dè nghị tài trợ dến Ngân hàng tài bợ đổi với UPAS L/C?","Trước khi gửi diện chấp nhận thanh toán","Sau kill gùi điện chẩp nhận thanh toán","Sau kill gửi diện cháp nhận thanh toán và 3 ngây trước ngày thanh toán cho Người hướng lợi","Sau khi gừi diện chấp nhận thanh toán và ít nhất 3 ngày trước ngày thanh toán cho Người hưởng lợi","4"
"115","Thời điểm nào cần khai báo thông tin tài trợ vào hộ thổng IPCAS đối với UPAS L/C?","Sau khi chẩp nhận thanh toán UPAS L/C","Trước khi gửi diện đề nghị tài ượ dển ngân hảng tài ượ","Sau khi gửi diện dề nghị tài trợ dến Ngân hàng tài ượ","Sau kill chấp nhận thanh toán và nhận dược điện xác nhận tài trợ cùa Ngân hàng tài trợ, thực hiện nhập thông tin tài ượ vâo ngày Ngân hàng tải trợ thanh toán cho Người hưởng lợi","4"
"116","Phi chấp nhận thanh toán được áp dụng với loại UPAS L/C nào?","UPAS L/C trả ngay","UPAS L/C trả chậm","Cà UPAS L/C ưà ngay vã trà chậm","Không dược áp dụng phi chấp nhận thanh toán với UPAS L/C","2"
"117","Chi nhánh TTQT trực tiếp phải gửi Đề nghị thanh toán UPAS L/C trước hạn ít nhất bao nhiêu ngày lảm việc trước ngảy dự kiến thanh toán ?","1 ngày","3 ngày","5 ngày","10 ngày","3"
"118","Khi khai bảo thông tin tải ượ đối với UPAS L/C tại màn hỉnh Import Refinanced L/C, trường Refinanced Charges cần nhập thông tin gỉ?","Tỉ lộ phí tài trợ","Sổ tièn dược tài ượ","Sổ ngày tài trợ","Số tiền thuế nhà thầu","1"
"119","Chức năng cập nhật thông tín dược tài ượ tại màn hĩnh Import Refinanced L/C đổi với UPAS L/C cho phép chỉnh sữa những thông tin gì?","Ngày tàỉ ượ, Ngày đến hạn","SỐ tiền tài trợ, Ti lệ phi tài trợ, số ngày tài ượ","Ngân hàng tài ượ, Ngân hàng cùa người hường","Tất câ đáp án ưẽn dều đúng","4"
"120","Đổi với UPAS UC, thởi hạn tài trợ là khoảng thôi gian dược tinh từ khi nào?","Ngày Agribank gửi chấp nhận thanh toán cho Nguôi hưởng lợi/Ngân hàng của Người hưỏng lợi đến ngày dáo hạn.","Ngày Agribank gửi điện dề nghị tải trợ cho Ngân hàng tài ượ dến ngày dáo hạn.","Ngây Agribank nhận được diện xác nhận tâi trợ của Ngân hãng tài trợ dến ngày đáo hạn.","Ngày ngân hàng tải ượ thực hiện thanh toán cho Người hưởng lợi/Ngân hàng cùa Người hưởng lợi đến ngày đáo hạn.","4"
"121","Trong nghiệp vụ UPAS L/C, biên dộ tối thiểu áp dụng đổi với khách hàng không thuộc nhóm khách hàng VIP hoặc chưa được xếp hạng là bao nhiêu?","1%","0.80%","0.90%","Cao hơn mức 1%","4"
"122","Điều kiện về hợp đồng nào sau đây dứng đối với việc phát hành UPAS L/C?","Chì áp dụng tài ượ đối với các giao dịch theo Hợp đồng xuất nhập khẩu/mua bán hàng hỏa, không áp dụng với hợp đồng dịch vụ, chuyển giao công nghệ.","Chi áp dụng tài trợ dối vói các giao djch theo Hợp dồng xuẩt nhập khẩu/mua bán hàng hóa và họp dồng dịch vụ.","Chì áp dụng tài trợ đổi với các giao djch theo họp dồng dịch vụ.","Chỉ áp dụng tài ượ đối với các giao dịch theo hợp dồng chuyển giao công nghệ.","1"
"123","Quy dinh nào dũng về Biên dộ tải thiều cùa Agribank đổi với UPAS L/C?","Theo quy dịnh của Tổng Giám đốc từng thời kỳ.","Theo quy định cùa Hội đồng thành viên từng thời kỳ.","Do Giám dổc Chi nhánh xem xét và quyết dịnh.","","1"
"124","Thởi điểm nào chi nhánh ITQT trực tiếp thực hiện rà soát, dối chiếu, kê khai và chuyển tiền thuế nhả thầu nước ngoải phát sinh ưong tháng gửi về Trụ sở chính (qua Ban TCKT) dối với UPAS L/C đề tống hợp ?","Chậm nhất vào ngày 05 của tháng sau tháng phát sinh nghĩa vụ thuế","Chậm nhẩt vảo ngây 03 cùa tháng sau tháng phát sinh nghĩa vụ thuế","Chậm nhất vảo ngày 10 cũa tháng sau tháng phát sinh nghĩa vụ thuế","Chậm nhất vào ngày 07 của tháng sau tháng phát sinh nghĩa vụ thuế","1"
"125","Phí chấp nhận thanh toán L/C được áp dụng với loại UPAS L/C nào sau đây?","UPAS L/C trà ngay","UPAS L/C ưả chậm","Đáp án 1 và 2 đều dung.","Đáp án 1 và 2 đều sai.","2"
"126","Điều kiện thực hiện khai báo Thông tin được lài trợ tại màn hình Import Refinanced uc dổi với UPAS L/C là gi?","Agribank nhận bộ chứng từ từ ngân hảng xuẩt trình","Bộ chứng từ đã dược thực hiện giao dịch chap nhận thanh toán","05 ngày làm viộc trước ngảy thanh toán UPAS L/C","03 ngây lảm việc trước ngày thanh toán UPAS L/C","2"
"127","Đen hạn thanh toán UPAS L/C của Chi nhánh TTQT tập trung, khách hàng chưa dủ nguồn thanh toán, Trung tâm TTTM thực hiện nhiệm vụ gì?","Thanh toán cho ngân hàng tài trợ dứng hạn.","Hạch toán ghi nợ Chi nhánh TTQT tập trung qua tài khoản diều chuyển vốn nội bộ.","Đáp án 1 và 2 dều đúng.","Đáp án 1 vả 2 đều sai.","3"
"128","Chi nhánh TTQT trực tiếp gửi văn bản xác nhận việc sữ dụng djch vụ UPAS L/C về Trung tâm TTTM khi nào?","Trước khi phát hành, sủa đổi UPAS L/C.","Sau khi phát hảnh, sửa đổi UPAS L/C.","Trước khi Trung tâm TTTM liên hộ Ngân hàng tải trợ","Sau khi Trung tâm TTTM liên hộ Ngân hảng tài ượ","1"
"129","Chi nhánh TTQT trực tiếp yêu cầu khách hảng nộp dù số tiền côn thiểu khi nào dối với nghiệp vụ UPAS L/C?","01 ngày lâm việc trước ngây dáo hạn.","ít nhất 01 ngày làm việc trước ngày dáo hạn.","03 ngày làm việc trước ngày dáo hạn.","ít nhất 03 ngày lâm việc trước ngày dáo hạn.","2"
"130","Agribank chấp nhận hùy UPAS L/C nhập khấu do Agribank phát hành trong trường hợp nào?","Không dược phép húy UPAS L/C nhập khẩu","Các bên liên quan (ngân hăng phát hành, người hưởng lợi, ngân hàng tải trợ) dồng ý hủy L/C","Cảc bên liên quan (ngân hảng phát hành, người hường lợi, ngân hàng xác nhận - nếu có) dồng ý hủy L/C","Bên mua và bên bản dã dồng ý hủy L/C","3"
"131","Ngân hàng tài ượ nào không thuộc đổi tượng khẩu trừ thúc nhà thầu nước ngoài dổi với dịch vụ UPAS L/C ?","Bank of Communication, Chi nhánh Hồ Chi Minh","Wells Fargo, Mỹ","DBS, Singapore","Standard Chartered Bank, Singapore Branch","1"
"132","Trách nhiệm cùa Phòng Khách hàng tại Chi nhánh TTQT tập trung đối với trường hợp Khách hảng ký quỹ dưới 100% trị giá ƯPAS L/C lả gì?","Bám sát tiến dộ sân xuất, bán hàng và theo dõi luân chuyển dòng tiền cùa Khách hàng theo từng dơn hàng, đâm bão 100% dòng tiền thu chuyển về tài khoản của Khách hàng tại Agribank","Quân lý chặt chẽ kho hàng, nguồn hàng cũng như giám sát tài săn dăm bào nhằm thực hiện dủ, kịp thời nghĩa vụ thanh toản khi dển hạn UPAS ƯC","Đám bào sử dụng hạn mức UPAS L/C đúng dối tượng, mục dích theo quy dịnh của pháp luật, NHNN và Agribank","Tất cả đáp án trên","4"
